Frame skip rate = 0
Grab Retrieve Color Resize
111 4418 2556 608 
82 5620 2825 617 
1555 4940 3052 595 
86 4369 3753 593 
142 4504 3753 623 
84 5560 2944 606 
103 5716 2914 604 
82 4373 2942 612 
110 4410 2979 591 
83 5623 2834 597 
98 5746 2882 476 
79 4459 3140 659 
113 4408 2949 594 
89 4438 3765 611 
167 5852 2854 601 
99 4438 3755 616 
128 5027 3642 594 
2368 5166 2879 474 
81 4362 2537 600 
77 5603 3289 588 
133 4969 2585 591 
85 5601 3247 587 
97 5792 3021 478 
78 5598 3246 595 
137 5167 2549 600 
83 5575 3251 579 
90 5089 2941 596 
83 5672 3277 598 
133 5735 2669 599 
110 5862 3216 601 
157 5687 3247 617 
93 5590 3307 579 
83 5028 2558 591 
86 4351 2898 599 
120 4493 2951 355 
73 5611 2863 582 
96 5629 2549 371 
81 4419 2578 573 
127 4570 2677 603 
80 5642 3280 600 
92 5750 2749 607 
111 5582 3290 578 
97 5194 2541 601 
83 5588 3284 599 
172 4997 2738 587 
93 5714 3263 606 
132 5297 2569 594 
77 5699 3265 592 
95 5319 2549 439 
78 4465 2583 575 
79 4635 2627 596 
113 5735 2840 598 
95 5763 3265 598 
89 4597 2569 599 
91 4433 2553 605 
110 5887 3271 582 
91 5637 2551 586 
94 4433 2557 582 
82 4485 2578 591 
139 5905 2818 607 
133 5722 3182 616 
91 5198 3010 356 
80 4481 2993 590 
87 4396 2732 358 
78 5673 3107 614 
90 5649 2982 609 
92 4401 2942 603 
1916 4381 3792 600 
85 5579 2901 610 
95 4419 3400 608 
79 4467 2910 600 
109 5599 2869 603 
112 5713 2939 616 
83 4436 2574 598 
137 4469 2543 368 
82 5670 2818 610 
132 5701 3252 595 
91 4609 2981 608 
86 4382 3721 613 
82 4455 3771 598 
90 4429 3456 601 
108 4425 2937 598 
77 4472 2975 599 
73 4491 2692 593 
82 4411 2961 608 
121 4447 3784 600 
87 4793 3783 625 
82 4399 2941 614 
81 5615 2859 587 
176 5572 2933 613 
117 4415 2898 609 
79 5218 2922 590 
76 5661 3227 588 
97 5292 2562 440 
109 4507 2590 557 
79 4596 2739 577 
89 5633 3292 588 
110 5718 3086 598 
107 4452 2966 608 
84 4394 3367 599 
77 5611 2859 581 
91 5562 2977 607 
133 4394 2906 663 
79 4416 2953 619 
134 5827 2831 599 
98 5696 3236 603 
92 5766 2591 566 
73 4521 2576 603 
117 5595 3261 597 
90 5748 2696 595 
77 4384 2578 556 
84 4424 2709 449 
110 5669 3270 598 
91 5118 3014 587 
83 4419 2540 595 
76 4437 3048 606 
133 5768 2632 574 
85 4420 2551 597 
85 4474 2695 599 
135 5879 3245 606 
99 5682 3881 615 
129 4961 2572 356 
80 4480 2958 574 
81 5587 3247 585 
98 5792 2695 597 
108 4442 2604 586 
87 4401 2549 437 
75 5635 3306 577 
84 5128 2932 583 
136 4414 2516 557 
80 4453 2701 582 
72 5663 3289 591 
92 5408 2937 607 
114 4455 2962 595 
107 4426 2873 610 
118 5674 3154 607 
79 4434 3752 594 
67 4489 2978 662 
80 4407 3651 599 
102 4451 3247 584 
77 4442 2745 593 
81 4454 2999 603 
77 4477 3801 615 
125 4478 3793 595 
90 4432 3756 598 
77 4422 3518 583 
74 4461 2959 592 
108 4418 2925 609 
79 4486 3544 609 
99 4432 3759 609 
134 4424 3761 606 
102 4516 3712 612 
70 4471 2955 608 
82 5587 2867 576 
142 5791 2874 621 
89 4586 2610 584 
85 4442 2910 607 
78 5646 2865 583 
130 5556 2573 586 
84 4409 2539 574 
77 4476 2593 583 
105 5709 3267 587 
136 5383 2541 455 
81 4444 2561 595 
138 4556 2571 612 
91 5695 3264 599 
96 5647 3280 607 
136 5249 2588 597 
89 4409 2540 594 
77 4483 2905 600 
77 5701 3295 590 
135 5548 2563 447 
85 4481 2590 566 
80 4925 2619 586 
89 5747 3230 597 
129 5698 3137 590 
91 4583 2860 580 
110 5325 2566 589 
102 5697 3311 577 
176 5272 2572 611 
117 5766 3242 614 
90 5733 2708 598 
80 5737 3289 578 
95 5560 2560 439 
109 5704 3252 577 
84 5209 2592 606 
87 5712 3229 600 
95 5732 2781 601 
107 5730 3285 586 
101 5579 2558 598 
85 5683 3259 587 
93 5587 2594 603 
114 5689 3238 590 
94 5782 2684 366 
160 5729 3473 605 
96 5739 3665 596 
109 5662 3433 586 
83 5065 2979 597 
115 4404 2563 357 
76 4463 2935 602 
77 5674 2932 595 
94 4459 3079 605 
107 4465 3765 621 
92 4576 3526 592 
82 4415 2556 583 
78 5649 3003 584 
83 5125 3266 594 
116 4401 2542 568 
81 4467 2577 574 
142 5754 3250 604 
133 5739 3848 597 
91 5402 2550 556 
77 4480 2697 441 
93 5620 3280 586 
90 5816 3501 401 
106 4445 2967 594 
83 4423 2556 596 
77 5657 2904 579 
89 5301 2980 603 
125 4404 2577 354 
80 4472 2995 598 
77 5686 2830 611 
96 5722 3010 606 
111 4464 2810 587 
140 4448 2599 585 
82 5697 3237 630 
94 5716 3107 591 
132 5253 3017 596 
111 4373 3746 614 
86 5703 2902 594 
111 4420 2993 595 
81 4443 2942 602 
82 4479 3800 611 
89 4497 3363 596 
106 4432 2560 599 
80 5726 3091 605 
77 4478 3259 583 
82 4433 2925 596 
110 4474 3044 618 
138 5789 2911 614 
117 4384 2899 606 
80 5668 3244 604 
88 5767 2868 585 
137 5604 2557 609 
78 4496 2646 565 
77 5358 2602 607 
88 5698 3286 596 
136 5725 2761 442 
95 5695 3289 580 
98 5195 2568 440 
87 5735 3252 582 
84 5088 2599 455 
114 5701 3285 592 
93 5741 2572 446 
131 5766 3222 603 
100 5744 3271 591 
82 5640 3258 574 
92 4583 2603 579 
117 4387 2906 583 
91 4474 2579 442 
73 5709 3299 575 
96 4795 2554 455 
74 4509 2720 561 
80 4507 2623 562 
119 5733 3301 587 
110 5740 2701 583 
79 4420 2946 593 
81 4397 2564 589 
90 5815 3247 589 
177 5121 2649 590 
137 5725 3227 603 
85 4424 2564 585 
82 5709 3297 593 
98 5173 2964 607 
83 4489 2982 594 
68 4432 3182 594 
113 5726 2857 585 
91 5705 2901 573 
94 4542 2615 596 
87 4436 2961 605 
114 5650 2852 569 
85 5431 2990 605 
83 4412 2936 604 
78 4429 2643 612 
139 5802 2830 613 
143 5721 2862 589 
90 5767 2826 620 
157 4549 2995 602 
85 5686 2848 597 
88 5744 3267 594 
109 4433 2921 586 
84 4436 2545 436 
82 5680 3256 601 
93 5137 3003 595 
131 4398 2967 605 
80 4455 2837 604 
74 5658 2887 572 
156 5720 2573 593 
81 4480 2599 592 
141 4469 2619 604 
90 5656 3239 627 
89 5663 2847 587 
88 4678 2987 606 
117 4420 3764 623 
85 5659 2887 609 
90 4511 3408 600 
110 4448 2560 592 
96 4447 2959 579 
76 4860 2996 583 
87 4586 2599 595 
110 5647 3449 588 
90 5112 2949 603 
83 4429 2934 606 
80 4451 3349 594 
138 5774 2843 605 
128 5696 3621 614 
95 5744 2751 589 
88 4500 2616 563 
87 5714 3263 601 
128 5728 3707 584 
76 4420 2956 595 
84 4444 2572 584 
129 5760 2893 603 
91 5640 2975 617 
85 4415 2558 622 
78 4402 3028 593 
129 5792 2591 579 
88 4402 2935 606 
82 4483 2873 592 
136 5824 2842 597 
97 5711 3230 607 
128 5679 2948 604 
76 4467 2965 605 
85 5565 2867 576 
105 5748 3283 587 
86 4497 2631 609 
119 4404 2582 596 
79 5626 3309 580 
100 5138 2595 600 
82 4434 2550 373 
112 4470 2574 554 
98 5685 3260 594 
97 5374 2551 585 
97 4459 2559 565 
141 4333 2448 585 
121 5684 3253 618 
98 5720 3782 363 
101 5680 3281 578 
137 5339 2537 596 
95 4469 2770 356 
78 4443 2624 587 
87 5679 3239 597 
133 5739 2725 595 
77 4399 2591 571 
84 4444 3020 607 
93 5687 3278 593 
131 4527 2594 591 
85 4419 2570 595 
81 5642 3311 589 
172 5161 2781 618 
114 4424 2920 622 
79 4531 3297 603 
95 5732 3655 600 
94 5298 2572 599 
141 4524 2864 358 
82 4482 2616 557 
88 5660 3273 593 
95 5757 3158 596 
122 4411 2959 606 
79 4430 2941 604 
79 5571 2852 573 
93 5531 2624 594 
115 4403 2573 598 
77 4462 2950 608 
141 5820 2878 610 
88 5671 3244 617 
93 5700 3147 558 
85 4853 3004 594 
140 4363 3766 597 
84 5623 2887 597 
78 4462 2990 596 
130 4466 3370 599 
78 4449 3029 587 
87 5757 2986 600 
87 4414 2544 586 
108 4445 2553 571 
79 5654 3289 595 
98 5348 2758 583 
95 5694 2580 439 
139 4416 2463 577 
115 5674 3241 619 
92 5578 3902 591 
85 4840 3003 610 
85 4360 2953 605 
78 4482 3167 584 
104 5612 2861 580 
102 5618 2936 597 
81 4442 2954 604 
77 4448 3256 589 
128 5602 2858 611 
97 5760 2868 613 
81 4848 2620 597 
86 4456 2934 593 
109 5596 2879 576 
137 5551 2577 591 
118 4439 2926 597 
83 5471 3074 602 
76 5642 3240 586 
138 5289 2642 603 
79 4440 2778 451 
76 4446 2601 556 
86 5686 3240 598 
143 5756 3037 569 
93 4447 2634 597 
100 4452 2557 601 
81 5615 3280 576 
128 5127 2969 579 
86 4366 2549 571 
81 4405 2577 587 
141 5858 3237 604 
96 5690 3231 607 
129 5607 2568 437 
83 4435 2593 448 
82 5664 3275 594 
92 5786 3458 596 
123 4419 2974 597 
86 4430 2941 607 
79 5637 2855 575 
109 5709 2993 585 
115 4389 2565 605 
84 4451 2988 597 
99 5744 2905 610 
95 4447 3247 604 
105 4462 2958 604 
171 4387 3645 613 
92 5718 3972 610 
90 5344 3959 596 
112 4481 2632 590 
87 4419 2973 604 
70 4455 3805 610 
84 5668 2948 597 
138 4468 3820 604 
88 4520 3294 609 
74 4528 3418 594 
75 4442 2570 592 
107 4442 2949 593 
72 4764 3168 594 
82 4422 2958 611 
81 4482 3104 605 
134 5810 2849 586 
112 5717 2851 609 
80 4838 3367 606 
157 4610 3799 611 
91 4386 3768 615 
85 5640 2933 611 
82 5501 3004 596 
77 4408 2917 595 
126 4448 2602 582 
75 5613 2887 618 
97 5733 2927 613 
81 4477 2606 583 
106 4506 2608 589 
84 5616 2861 589 
94 5730 3244 594 
173 4280 2438 598 
86 4429 2912 602 
114 5615 3126 595 
91 5482 2610 587 
88 4373 2566 607 
77 5628 3314 589 
131 5056 2588 577 
96 4430 2526 573 
82 4476 2575 591 
76 5715 3291 587 
137 5494 2924 605 
79 4436 2945 657 
77 4476 3797 610 
94 5702 2895 611 
114 4487 3018 597 
194 4890 3382 618 
83 4403 3019 630 
93 5750 3225 605 
135 4723 2996 590 
107 4458 2732 604 
76 5652 3301 575 
90 5268 2616 454 
118 4437 2888 586 
81 4438 2910 584 
75 5654 3293 591 
97 5384 2856 590 
157 5523 2701 594 
72 4462 2595 436 
83 5636 3251 586 
98 5687 2932 400 
136 4285 2445 358 
88 4405 2582 611 
73 5631 2864 602 
151 5516 2974 603 
88 4404 2569 603 
74 4458 2859 603 
77 5621 2875 583 
137 5628 2581 609 
84 4473 2618 606 
71 4501 2645 591 
83 5591 2881 576 
93 5724 2846 609 
131 4461 2999 598 
81 4405 2957 607 
73 5640 2860 585 
175 5374 2969 600 
90 4410 3014 615 
80 5725 2841 589 
95 5654 3268 590 
136 5199 2572 591 
81 4487 2998 607 
76 4489 3685 599 
77 5616 2865 577 
150 5711 2842 593 
92 4555 2970 580 
102 4417 2772 586 
97 5743 3301 599 
108 4483 3809 623 
92 4409 3732 595 
80 5612 2867 579 
176 5495 2935 613 
122 4432 2921 615 
84 4508 3858 596 
79 5804 3289 580 
96 5358 2523 604 
110 4461 2941 577 
87 5058 2561 573 
87 5697 3285 597 
95 5692 3574 596 
123 4478 2991 606 
85 4387 2949 603 
79 5655 2908 594 
83 4483 3024 604 
111 4438 3182 605 
77 4459 3828 607 
169 4505 3770 601 
112 4381 3764 598 
125 5604 3024 601 
92 5747 2973 606 
84 4388 2971 596 
78 4502 2991 620 
106 5596 2885 573 
101 5738 3089 596 
83 4426 2952 595 
98 4478 2975 606 
113 5630 2912 611 
102 4489 3085 606 
87 4632 3333 597 
110 4428 3201 599 
78 5756 2865 584 
177 5753 3137 605 
86 4415 2960 608 
80 4734 3011 601 
114 5841 2869 587 
94 5667 2926 618 
77 4453 2919 599 
112 4438 2998 595 
77 5762 2971 614 
98 5715 3016 596 
82 5734 2878 613 
134 5666 3293 613 
96 4539 2954 593 
81 4447 2993 605 
82 5704 2849 594 
135 5767 2927 607 
129 4346 2497 601 
113 4434 3019 620 
80 5696 3290 597 
84 4470 2582 590 
81 4461 2603 610 
78 5734 3292 587 
94 4979 3017 597 
85 4408 2957 598 
80 4449 2683 612 
77 5731 2918 598 
1892 4437 2960 594 
79 4482 3272 602 
75 4465 3190 595 
79 4422 2560 593 
124 4458 3796 607 
123 4578 3772 613 
146 4403 3782 595 
106 5654 3289 584 
86 5018 2961 576 
105 4381 2543 586 
108 4449 2546 594 
79 5685 3270 596 
94 5569 2556 437 
85 4454 2712 599 
129 5754 2739 600 
89 5634 3263 595 
95 5745 2902 582 
101 5603 3296 581 
153 5584 2560 603 
96 5611 3277 587 
176 5399 2706 609 
88 5638 3874 600 
131 5675 2707 595 
81 5617 3290 592 
98 5581 2689 588 
83 5687 3316 574 
97 4613 2618 580 
136 5623 3228 585 
93 5720 3222 393 
73 5646 3290 575 
94 5042 2924 599 
125 5720 3304 577 
92 4974 2596 569 
84 5658 3266 597 
94 5748 3233 584 
161 5760 3222 599 
136 5733 3270 593 
110 5679 3306 595 
86 5692 3274 590 
96 4999 2919 584 
111 4464 2849 354 
65 4471 3035 607 
80 5720 2851 579 
112 5749 3004 604 
149 5205 3001 606 
83 4436 2925 602 
78 5750 3292 584 
90 4726 2586 582 
86 4424 2532 571 
112 4463 2598 575 
138 5819 3260 612 
96 5731 3851 606 
83 5415 2562 367 
83 4494 2590 439 
138 5683 3268 592 
108 5803 3440 597 
72 4432 3004 587 
85 4428 2948 613 
111 5738 2856 586 
94 5626 2968 593 
82 4412 2573 355 
81 4503 2999 607 
70 5656 2871 566 
135 5597 2921 608 
81 4461 2579 357 
146 4422 2966 620 
82 5625 3269 614 
84 5730 2967 610 
94 4556 3007 607 
117 4400 2944 597 
75 5589 3300 575 
81 4841 2956 589 
80 4408 2583 606 
76 4481 2962 368 
105 5625 2884 569 
101 5541 2942 608 
83 4451 2980 592 
73 4480 2981 607 
116 5603 2878 580 
100 5738 2858 590 
177 4459 2465 418 
85 4411 2561 573 
79 5580 3062 580 
3484 5750 4780 488 
110 4401 2788 596 
90 5785 2937 588 
78 5567 3310 585 
139 5402 2608 620 
95 5670 2905 595 
81 4446 2985 593 
84 5596 2843 592 
138 5721 2941 588 
94 4857 2642 586 
85 4432 2568 607 
80 5619 2994 616 
187 5701 2949 629 
120 4415 2958 618 
80 4559 3243 613 
5488 5746 2864 396 
111 4385 2951 611 
77 4437 3030 591 
92 5762 3154 607 
119 5575 2936 592 
98 5725 3259 608 
81 5614 3294 590 
137 5602 2909 603 
86 5611 3289 575 
94 5224 2966 579 
106 5631 3279 597 
140 5723 3317 391 
107 5762 3264 604 
139 5720 3851 606 
88 5591 3270 579 
114 5227 2936 606 
120 4372 2672 616 
83 4477 2958 617 
80 5678 2923 578 
136 5691 3083 607 
83 4459 2973 605 
78 4458 2995 594 
84 5637 2849 590 
135 5665 2844 588 
100 4884 3017 597 
77 4403 2947 593 
83 5634 2849 583 
180 5686 2581 599 
137 4414 3025 609 
98 5747 2860 604 
83 5679 2908 618 
85 4378 3690 596 
76 4460 2818 593 
68 4467 3405 581 
111 4408 2594 606 
80 4478 2990 604 
68 4687 3003 606 
83 4413 2956 610 
111 5608 2869 578 
87 4880 2979 369 
78 4411 2571 609 
80 4475 2972 600 
137 5751 2845 593 
138 5720 2798 600 
89 5691 2848 591 
1207 4484 2628 596 
88 5574 3296 600 
130 5768 3229 608 
76 4437 2983 605 
82 4374 2962 601 
76 5612 2871 597 
71 4402 2623 587 
116 4422 2573 582 
83 4467 2621 580 
79 4703 2894 595 
800 4885 2591 595 
115 5655 3424 577 
182 5312 2964 608 
89 4418 3034 631 
83 5744 3251 578 
93 5681 3316 577 
134 4701 2544 598 
76 4419 2962 604 
85 5174 2589 359 
86 5669 3228 589 
96 5785 3277 595 
130 5655 3299 576 
99 5697 2543 372 
82 5675 3272 583 
87 4698 2744 442 
114 5662 3274 593 
92 5781 2916 579 
154 5739 3242 610 
100 5687 3244 605 
91 5685 3281 584 
84 4738 2600 596 
125 4355 2577 605 
80 4491 2985 589 
77 5673 2892 583 
138 5714 3019 610 
86 4440 2800 590 
79 4475 2638 590 
83 5695 2900 579 
137 5764 2992 577 
92 4842 2968 592 
88 4406 2550 599 
78 5757 2863 610 
175 5716 3210 606 
117 4432 2968 620 
84 4865 2981 608 
86 5760 2854 585 
100 5686 3155 603 
69 4436 2953 602 
110 4418 3104 585 
79 5636 3299 595 
81 4547 3049 622 
131 4509 3673 595 
79 4421 2578 604 
77 4469 3801 604 
92 4861 3807 605 
152 4386 3767 621 
94 5656 2871 580 
126 5662 2952 593 
131 4420 2915 610 
72 5161 2929 590 
83 5602 3237 588 
95 5281 2909 596 
113 5580 3290 591 
93 4978 2607 587 
110 5636 3267 587 
112 5714 2726 587 
91 5619 3315 586 
136 5230 2566 443 
85 5634 3294 585 
93 5105 2572 593 
117 5607 3258 585 
91 5710 2730 588 
142 5768 3224 612 
100 5715 3254 603 
90 5665 3279 575 
83 5030 2968 599 
130 4366 2573 594 
80 4463 2971 614 
81 5605 2871 578 
98 5656 2974 596 
138 4465 2972 590 
79 4487 2977 605 
81 5603 2862 624 
80 4434 2963 624 
132 4670 3216 597 
80 4436 3058 596 
77 5658 2869 582 
176 5633 2953 616 
120 4401 3011 643 
89 5680 3698 553 
813 4750 3229 583 
86 5566 3275 592 
134 5813 3052 589 
81 5609 3263 589 
99 5504 2552 609 
83 5610 3416 576 
135 5129 2600 596 
88 5632 3273 599 
92 5758 2903 584 
79 5639 3291 594 
138 5363 2550 600 
83 5618 3287 587 
173 5138 2526 442 
89 5657 3248 587 
98 5734 2919 588 
77 5683 3283 589 
145 5365 2564 599 
80 5648 3266 588 
95 5033 2590 590 
116 5624 3267 605 
95 5766 2918 587 
78 5604 3304 575 
98 5433 2544 597 
112 5622 3299 577 
92 5093 2592 593 
87 5622 3248 593 
104 5768 2876 578 
139 5752 3276 605 
135 5722 3851 603 
96 5604 3277 586 
87 5147 2595 584 
86 4386 2559 446 
109 4495 2571 587 
77 5701 3276 587 
99 5415 2822 593 
94 5733 2671 440 
111 4457 2601 579 
84 5659 3256 591 
111 5783 3185 578 
89 4514 2625 358 
117 4447 2596 597 
79 5664 2961 580 
190 5617 2925 622 
90 4405 3032 618 
93 5729 2962 611 
139 5775 2870 574 
118 5660 3079 592 
77 4465 2555 378 
70 4458 3037 607 
116 5664 2867 584 
96 5836 2880 612 
92 4857 3030 607 
87 4436 2910 600 
113 5683 3306 588 
93 5261 2607 599 
87 4445 2558 570 
81 4479 2582 563 
154 5795 3270 606 
98 5730 3260 596 
82 5156 2574 556 
133 4502 2635 590 
84 5652 2900 611 
92 5789 2950 598 
91 4568 2632 599 
118 4451 2554 617 
84 5713 3262 591 
90 5195 2932 582 
87 4413 2556 573 
111 4486 2593 582 
82 5827 3302 601 
93 5395 2973 597 
104 4452 2974 603 
137 4402 2885 607 
116 5715 3256 613 
89 5723 2884 589 
97 4525 3037 595 
86 4395 2954 592 
75 5704 3285 581 
131 4963 2958 579 
86 4413 2553 558 
82 4487 2590 583 
71 5691 3306 586 
95 5147 2783 593 
132 5636 2578 582 
95 4409 2957 584 
80 5650 3248 599 
93 5756 2597 586 
138 4360 2834 585 
85 4407 3041 615 
132 5696 3262 448 
93 4479 2947 586 
81 4403 2556 587 
77 5761 3290 587 
133 5349 2939 587 
98 4940 2530 558 
99 4421 2699 578 
78 5646 3300 579 
153 5141 2557 606 
102 4461 2740 371 
75 4478 3039 594 
94 5742 2853 590 
133 5730 2984 611 
133 4387 2456 601 
116 4432 3032 630 
96 5740 3243 606 
94 4730 3005 605 
87 4403 2955 610 
107 5726 2843 579 
93 5555 2986 597 
87 4429 2948 606 
84 4457 3403 647 
122 5767 2857 578 
97 5684 3024 612 
81 4448 2566 590 
78 4470 2987 606 
114 5729 2845 591 
94 5713 2914 602 
184 4917 2864 576 
102 4439 2947 619 
109 5609 3262 634 
87 5489 2993 611 
80 4379 2951 595 
77 4507 2994 605 
107 5590 2891 583 
97 5530 2524 602 
101 4413 3028 606 
87 5725 2987 605 
118 5731 3266 601 
93 5751 3135 587 
91 4985 2629 443 
85 4437 2820 595 
112 5714 3275 576 
193 5030 2787 593 
90 4428 2932 607 
87 4463 3768 610 
83 5733 2955 611 
136 4444 3750 603 
84 4481 3303 595 
72 4488 2949 591 
87 4449 2920 617 
110 4474 2998 614 
82 4561 3169 606 
79 4447 2957 594 
77 5637 2881 584 
131 5402 2967 595 
98 4408 2926 659 
87 4479 3371 601 
136 5756 3263 603 
136 5697 3283 619 
90 5643 2584 442 
85 4487 2987 598 
101 5637 2850 593 
132 5764 3196 602 
77 5588 3297 592 
98 5324 2547 597 
82 5630 3300 590 
83 5051 2562 359 
117 5684 3253 583 
99 5746 2923 445 
78 5654 3276 596 
134 5324 2570 608 
79 5614 3266 586 
176 4924 2421 572 
100 5728 3247 653 
93 5734 2970 597 
112 5736 2868 586 
102 5550 2563 458 
80 5800 3274 591 
88 5397 2599 453 
113 5793 3235 603 
94 5704 3250 585 
93 4943 2967 588 
114 4388 2533 436 
82 5639 3271 598 
103 5080 2586 603 
90 4429 2535 451 
115 4479 2706 585 
147 5840 3233 600 
96 5700 3238 620 
89 5682 2630 581 
75 4496 2578 588 
118 5604 3256 586 
92 5758 2722 503 
73 4452 2954 591 
85 4401 2532 594 
108 5641 3256 603 
82 5004 2973 599 
86 4389 2566 594 
104 4486 3059 586 
127 5665 2979 469 
94 4404 2665 591 
102 4454 3028 584 
174 5634 2920 603 
91 4362 3729 616 
107 4687 3550 596 
71 5671 3291 590 
96 5002 2551 595 
87 5681 3289 573 
130 4890 2955 580 
92 5673 3245 587 
120 5732 2857 398 
69 5601 3304 590 
97 5023 2897 602 
113 5602 3267 587 
92 4839 2979 580 
103 5629 3270 585 
96 5748 2776 480 
138 5832 3256 608 
134 5700 3248 601 
96 5605 3901 566 
87 4974 2994 607 
81 4367 3746 612 
127 4523 2964 608 
79 4442 2989 614 
80 4415 3638 611 
78 4434 2733 591 
71 4483 2987 583 
110 4417 2566 367 
82 4475 2965 604 
76 4464 3812 597 
82 4391 3125 607 
108 4444 2945 601 
143 4501 3067 628 
82 4418 3021 630 
96 5705 3844 602 
86 5672 3291 588 
138 5036 2916 601 
78 4445 2616 448 
76 4439 2613 583 
115 5692 3270 597 
96 5702 2850 610 
76 4470 2985 597 
82 4381 2560 579 
111 5656 2851 612 
88 5429 2997 605 
77 4391 2965 616 
82 4485 2664 608 
142 5835 2862 586 
152 5667 2964 605 
79 4396 2951 599 
8980 4734 2696 618 
85 4310 2563 357 
112 5731 3291 587 
94 4928 2620 443 
91 4430 2931 606 
78 4399 2962 538 
68 5653 2886 582 
137 5505 2965 604 
85 4445 2964 603 
80 4476 3540 610 
83 5627 2848 580 
137 5734 3246 571 
136 4312 2417 579 
104 4408 2910 609 
85 5640 3606 609 
102 5742 3004 605 
155 5555 2951 610 
80 4481 2994 594 
94 4434 3395 612 
82 5646 2885 607 
119 4463 3800 606 
95 4542 3007 612 
85 4371 3640 603 
75 4455 3392 588 
69 4446 2996 599 
109 4439 2930 602 
79 4479 3111 592 
154 4497 3760 611 
95 4432 3743 620 
118 4424 3794 594 
4517 4895 3792 627 
84 5572 3136 603 
90 5769 3202 389 
108 4444 2615 588 
89 4431 2545 587 
90 5578 3320 576 
95 4900 2951 578 
88 4396 2550 573 
115 4499 2585 583 
79 5641 3318 592 
96 5129 2845 590 
111 5617 2567 445 
148 4311 2432 568 
129 5660 3260 620 
94 5694 3299 611 
84 5093 2617 438 
85 4409 2929 593 
124 4465 2970 605 
90 4515 3833 610 
86 4437 3767 604 
100 4469 2972 601 
70 4489 3002 616 
113 4436 3489 603 
79 4447 3178 592 
65 4454 2982 590 
80 4419 2937 603 
108 4486 3318 610 
134 4445 3614 610 
94 4430 3728 623 
85 4474 3801 594 
3800 4467 3374 596 
110 5662 2836 614 
92 5699 2847 620 
78 5021 2669 605 
111 4921 2936 591 
112 5652 2895 583 
92 5333 2953 447 
77 4398 2564 591 
83 4485 2580 577 
68 5669 3308 594 
132 5115 2960 606 
80 4410 2955 604 
143 4438 2807 581 
83 5687 3223 601 
137 5761 3178 597 
70 4542 3418 588 
80 4370 2567 603 
79 4475 3055 602 
149 5670 2970 389 
81 4408 2565 605 
82 4456 2973 607 
78 5666 2925 621 
140 4468 3654 597 
77 4445 2976 418 
77 4496 3002 593 
82 4504 2630 595 
150 5309 2933 589 
136 5838 3227 608 
141 5700 3237 597 
88 5676 3251 601 
1948 4671 2626 595 
146 5588 3251 586 
88 5782 3028 393 
74 4438 2983 614 
82 4402 2912 611 
109 5602 2903 602 
84 5598 2967 606 
76 4357 2548 597 
86 4435 3049 614 
92 5774 2579 589 
116 4353 2556 603 
78 4461 3036 575 
188 5536 2717 607 
103 5697 3358 611 
125 5728 2734 586 
74 5668 3337 584 
96 4920 2558 607 
77 4439 2944 585 
77 4463 2965 357 
134 5663 3287 585 
96 5704 2983 472 
66 4457 2801 576 
97 4911 2596 607 
114 5629 2886 577 
97 5444 2603 607 
87 5628 3294 585 
90 5723 2801 592 
141 5795 3225 612 
137 5688 3238 615 
89 5639 3336 578 
1966 4833 2692 452 
87 4386 2954 601 
110 4489 3639 604 
77 5625 2887 581 
103 5376 2945 609 
82 4423 2687 587 
71 4490 3009 577 
109 5686 2864 583 
96 5755 2923 627 
82 4887 3004 615 
86 4401 2915 615 
109 5606 2905 570 
192 4989 2818 598 
84 4392 2945 607 
77 5276 3609 610 
111 5696 3289 588 
93 4733 2554 601 
78 4442 2877 568 
69 4462 2767 583 
81 5650 3271 593 
132 5717 2746 369 
73 4485 3022 608 
75 4402 2949 602 
81 5619 2871 569 
83 5148 2967 388 
109 4354 2571 600 
80 4486 3041 603 
142 5821 2898 609 
154 4428 3754 613 
89 4843 3664 615 
3231 4497 2657 402 
82 5568 2853 595 
94 5762 3229 606 
70 4516 2979 427 
108 4438 2946 607 
81 5577 2885 577 
83 4871 2836 397 
78 4407 2578 580 
115 4508 2629 596 
91 5647 2882 586 
99 5050 2922 609 
81 4450 2598 589 
173 4490 2505 604 
117 5823 3245 624 
91 5770 3274 600 
96 5211 3026 594 
140 4403 3710 610 
78 5663 2863 572 
88 5108 3035 594 
82 4386 2554 605 
115 4491 2981 527 
88 5609 2895 620 
86 4431 2950 605 
79 4449 3780 596 
110 4417 3386 600 
82 4355 2971 595 
98 4476 3105 604 
144 4424 2878 589 
110 4425 3710 603 
110 5464 3248 601 
4179 5724 3485 468 
110 4373 2928 587 
81 4485 2925 589 
77 4467 2995 578 
78 5678 3252 605 
133 5723 2594 584 
85 4418 3027 610 
86 4417 3091 610 
78 5657 2872 582 
84 5168 3004 608 
112 4358 2925 609 
81 4470 2960 590 
160 5777 3291 607 
100 5706 3266 605 
81 5725 3107 604 
111 4496 2662 600 
81 5599 2862 575 
81 5701 2573 387 
77 4419 2655 596 
83 4412 2556 606 
112 5675 2879 620 
87 5146 2672 360 
83 4414 2557 613 
78 4485 2602 363 
69 5647 3375 591 
93 4606 2561 605 
118 4501 2596 591 
140 4439 2534 602 
83 5683 3066 611 
91 5131 3139 589 
94 4631 3027 596 
117 4379 2562 614 
73 5712 2877 580 
89 4835 2825 596 
80 4392 2934 651 
72 4461 2963 606 
73 5609 2941 603 
