Frame skip rate = 0
Grab Retrieve Color Resize
1541 5281 2789 606 
100 4622 2591 588 
110 4461 2573 608 
80 5717 2969 624 
83 4392 3688 609 
75 4456 2984 608 
131 4748 3214 610 
77 4403 2974 599 
74 5633 2847 580 
95 5409 2976 596 
112 4407 2565 618 
82 4473 2969 586 
154 5838 2868 589 
98 5673 2829 600 
128 5690 3232 614 
868 4848 2989 591 
84 5560 3274 597 
98 5780 2943 473 
103 5563 3272 580 
100 5159 2904 597 
79 5562 3273 591 
93 4940 2594 588 
118 5693 3238 594 
96 5721 3203 595 
79 5622 3273 593 
132 5522 3247 622 
82 5767 3279 594 
177 5558 2942 611 
106 5682 3894 590 
90 5716 3127 558 
102 5676 3283 579 
97 5394 2901 596 
78 5616 3282 591 
87 4840 2955 589 
121 5631 3271 584 
93 5754 2941 478 
69 5630 3295 588 
107 5070 2914 596 
112 5600 3307 587 
86 4929 2948 590 
84 5586 3280 594 
96 5774 2616 580 
145 5825 3233 583 
145 5693 3876 594 
88 5552 3208 594 
86 4793 2948 583 
88 4403 2542 610 
79 4492 2581 565 
131 5592 3318 577 
97 5225 2646 653 
87 4432 2560 651 
82 4476 2627 590 
121 5605 3286 589 
91 5764 2963 459 
67 4458 2631 589 
82 4428 2552 596 
108 5625 2875 582 
137 5368 2583 602 
116 4418 3041 626 
98 5704 3880 585 
74 5643 3312 574 
95 5049 2540 456 
110 5617 3267 587 
93 4807 2720 584 
103 4982 2976 611 
83 4481 2619 594 
70 5624 3303 587 
133 5081 2544 598 
81 4450 2557 588 
98 4498 2613 578 
136 5689 3283 587 
99 5752 2710 462 
132 4339 2831 603 
87 4405 3036 618 
98 5758 3269 364 
82 4435 2952 582 
112 4433 2540 587 
80 5683 3292 578 
107 4787 3020 605 
88 4395 2569 371 
108 4444 2974 592 
70 5628 2880 580 
95 5515 2934 608 
88 4502 2587 582 
76 4509 2628 606 
119 5935 2820 584 
95 5715 2984 587 
137 4295 2432 602 
82 4393 3037 622 
132 5760 3326 602 
83 4545 2977 586 
85 4450 2539 611 
77 5636 2859 589 
90 5358 2943 590 
116 4414 2553 573 
76 4438 2580 583 
94 5759 3304 589 
97 5269 2554 620 
111 4446 2926 375 
75 4475 2611 576 
108 5618 3294 583 
94 5736 3072 465 
135 4324 2441 571 
112 4412 2649 604 
75 5591 3096 618 
1793 4965 2923 578 
84 4392 2617 605 
110 4439 3058 611 
90 5744 2586 444 
89 4434 2901 600 
81 4435 2931 585 
111 5672 3312 579 
94 5322 2555 606 
81 4490 2923 595 
84 4481 3173 602 
106 5664 2832 589 
91 5699 3290 590 
172 4340 2453 569 
104 4410 2938 615 
85 5596 2992 573 
86 5313 2981 607 
116 4339 3743 628 
87 4466 3070 617 
78 5593 2873 581 
101 5697 2937 594 
134 4468 2590 597 
96 4504 2998 603 
82 5685 2842 586 
111 5719 2956 615 
111 4434 3003 605 
84 4426 3001 608 
80 4473 2821 589 
131 4488 3012 641 
102 4427 3735 612 
126 4431 3765 1150 
3400 5752 3174 595 
79 4373 2937 606 
80 4476 2601 587 
122 4482 3011 594 
83 5606 2840 603 
110 5706 2866 621 
92 4745 2607 355 
119 4440 2952 596 
109 5613 2864 580 
93 5391 2997 598 
79 4394 2947 595 
109 4467 2945 608 
105 5786 2828 595 
137 5695 2878 600 
90 5768 2888 593 
82 4630 2736 570 
88 5605 3285 584 
127 5773 2868 480 
76 4363 2584 581 
83 4388 2555 587 
81 5653 3319 575 
151 4930 2972 587 
86 4391 2533 369 
75 4450 2549 586 
70 5636 3306 591 
94 5137 3191 610 
110 4471 3010 597 
120 4427 2842 572 
113 5656 3227 619 
85 5682 2900 607 
93 4558 2992 607 
86 4372 2949 604 
108 5645 2843 585 
89 5231 2958 609 
80 4397 2528 597 
84 5540 3291 577 
82 4851 2598 597 
117 4415 2553 435 
80 4485 2730 577 
108 5637 2969 587 
117 4417 2540 370 
77 4432 2684 580 
108 5843 3250 608 
135 5666 3875 606 
91 5163 2566 558 
75 4388 2598 584 
121 5602 3234 601 
90 5759 3069 601 
80 4403 2999 608 
80 4430 2957 593 
112 5627 2842 583 
93 5618 2967 607 
85 4394 2555 592 
128 4448 2962 606 
80 5595 2876 581 
93 5737 2967 602 
85 4436 2567 567 
141 4432 2602 604 
119 5649 3259 596 
79 5549 2882 580 
894 5698 2914 588 
118 4427 2587 594 
81 5694 3283 587 
89 5088 2789 593 
96 5097 2571 587 
113 4462 2598 582 
78 5641 2886 586 
99 5637 2542 609 
85 4489 2682 568 
107 4510 2730 565 
84 5649 3227 598 
93 5735 2670 586 
160 4382 2417 559 
84 4414 2682 596 
108 5617 3283 594 
2737 5719 2852 584 
99 5049 2928 612 
77 4460 2950 613 
112 4410 2991 607 
80 5684 2855 590 
94 5757 2945 615 
91 4691 2621 588 
118 4436 2570 587 
80 5639 2875 607 
85 5519 2983 597 
77 4399 2577 353 
81 4491 2989 606 
140 5828 2839 587 
141 5781 3241 626 
92 5708 2612 594 
82 4491 3004 595 
118 5658 2845 591 
96 5756 2940 600 
92 4920 2610 583 
89 4483 2550 460 
108 5599 3258 607 
92 5297 2567 594 
83 4454 2951 612 
79 4469 2988 597 
129 5858 2902 599 
86 4466 2838 605 
85 4473 3801 593 
167 4429 3113 613 
100 4410 3031 622 
85 5783 3774 556 
103 4437 2621 605 
98 4430 2913 614 
74 5563 2865 584 
91 5381 2614 602 
120 4388 2953 594 
83 4485 2806 606 
66 5648 2840 581 
98 5642 2568 592 
110 4486 2574 611 
75 4495 2641 617 
79 5617 2850 588 
97 5730 3246 586 
151 4305 2452 638 
128 4401 2538 596 
79 5587 3249 643 
871 4489 3851 613 
1916 5610 3406 607 
115 5616 3291 590 
88 5174 2953 612 
91 5625 3249 598 
90 5715 3375 608 
106 5629 2802 605 
84 4448 2666 609 
80 5632 3128 577 
105 5491 2588 445 
116 4426 2885 606 
79 4451 2908 586 
165 5822 3248 604 
100 5690 3234 612 
134 5612 2588 577 
99 4538 2599 442 
84 5616 3284 587 
87 5752 2928 592 
110 4410 2583 566 
82 4411 2600 438 
100 5639 3294 599 
93 5416 2982 596 
115 4415 2562 604 
78 5621 3310 587 
92 5181 2698 586 
85 4439 2575 588 
132 4484 2583 559 
132 5806 3251 609 
135 5696 3244 605 
89 5647 2684 564 
82 4497 2640 582 
111 5629 3271 601 
92 5764 3185 380 
64 4423 2627 453 
82 4434 2957 604 
110 5656 2891 572 
99 5011 2589 597 
88 4416 2560 573 
83 4467 2569 582 
78 5720 3272 594 
142 4912 2541 600 
82 4435 2564 602 
142 4604 2826 596 
87 5726 3277 586 
148 5677 3271 617 
489 4756 3155 592 
83 4384 2960 607 
79 4460 3773 601 
98 5637 2991 580 
136 5585 2953 597 
81 4497 2863 582 
89 5669 2622 589 
88 5687 3275 585 
131 5750 3208 366 
78 5704 3286 573 
97 5302 2549 444 
84 5768 3290 586 
174 4907 2597 580 
117 5745 3283 666 
92 5684 2794 576 
74 5747 3316 573 
111 5262 2558 590 
81 5801 3267 573 
150 5092 2643 581 
86 5689 3255 589 
91 5762 2790 422 
78 5689 3327 587 
137 5128 2560 586 
93 5711 3284 580 
83 4819 2631 592 
84 5653 3270 596 
91 5753 2669 441 
144 5806 3297 600 
134 5715 3262 606 
93 5601 3306 596 
87 5113 2609 591 
84 4399 2999 604 
109 4560 2976 620 
76 5758 2868 581 
94 5694 2734 599 
85 5648 3278 576 
132 5411 2965 587 
85 5672 3228 603 
92 5709 2920 593 
92 5644 3320 577 
152 5572 2932 600 
87 5661 3301 593 
177 5501 2917 614 
89 5661 3618 593 
127 5765 2796 400 
72 5600 3294 594 
98 4825 2934 590 
81 5623 3291 577 
92 5416 2949 587 
118 5703 3292 589 
88 5713 2966 444 
95 5626 3289 584 
153 4959 2929 585 
85 5692 3316 577 
103 4786 2966 602 
81 5695 3228 599 
90 5734 3130 384 
133 5791 3235 610 
136 5703 3874 606 
95 5571 3270 592 
94 5137 2971 584 
84 4416 2541 594 
110 4478 2554 584 
70 5587 3302 590 
92 5205 2903 604 
84 4443 2553 568 
78 4454 2633 582 
134 5738 3264 601 
95 5751 2750 588 
82 4464 2617 591 
86 4426 2987 641 
132 5734 2864 579 
132 5613 2949 634 
118 4400 2955 614 
79 4541 3015 584 
76 5584 3295 585 
98 5211 2686 591 
130 4462 2608 454 
75 4496 2642 570 
82 5680 3230 590 
97 5753 2931 604 
104 4440 2989 604 
82 4407 2958 592 
101 5605 2872 583 
83 5461 2989 597 
101 4396 2546 590 
112 4464 2598 604 
105 5802 2839 597 
136 5705 2946 619 
91 5736 2938 355 
81 4527 2992 619 
120 5708 2858 605 
90 5729 2968 589 
93 4898 2604 586 
105 4448 2751 603 
112 5714 3165 575 
96 5648 2629 591 
86 4446 2540 570 
80 4447 2775 582 
137 5750 2966 578 
100 4449 2540 450 
81 4459 2587 591 
135 5884 3250 604 
96 5696 3869 614 
130 5157 2542 566 
77 4474 2572 439 
101 5651 3270 589 
100 5774 3218 603 
105 4377 2618 587 
100 4447 2581 587 
77 5615 2986 582 
88 5537 2972 604 
111 4380 2565 600 
79 4500 3052 625 
93 5799 2806 602 
104 5291 2914 603 
111 4448 2613 587 
140 5819 3221 610 
113 5641 3252 610 
94 5741 2590 441 
111 4481 2997 574 
83 5663 3270 594 
89 5743 3073 582 
80 4400 2601 356 
115 4438 2982 598 
75 5651 2890 580 
89 5603 3013 616 
85 4397 2947 607 
110 4451 3003 454 
77 5643 3302 593 
96 5558 2909 599 
117 4468 2587 557 
110 4474 2588 557 
137 5674 3265 622 
91 5485 2752 609 
660 5701 3849 598 
109 4377 3435 605 
78 4493 2624 583 
76 5595 2900 601 
118 5668 2963 596 
119 4475 2955 618 
69 4455 2974 617 
84 5598 2872 577 
119 5736 2972 573 
90 4604 2991 609 
118 4413 2945 606 
81 5667 2855 575 
179 5567 2593 624 
88 4406 3032 620 
98 5700 3824 549 
82 4817 2975 596 
119 4391 2556 608 
75 5656 3282 577 
91 4867 2606 594 
115 4426 2574 450 
79 4478 2590 593 
70 5702 3315 589 
94 5098 2893 589 
82 4434 2602 578 
133 4510 2635 579 
85 5593 2878 586 
94 5747 3221 404 
135 4298 2459 426 
82 4409 2601 595 
67 5590 3298 583 
2320 4576 3002 608 
83 4364 2966 596 
77 4469 3021 606 
68 5582 2887 585 
99 5474 2543 447 
118 4429 2563 592 
80 4520 2739 581 
87 5605 3267 600 
92 5765 2698 437 
67 4415 2984 573 
128 4404 2524 562 
78 5632 3307 572 
174 4812 2754 608 
89 4411 3019 639 
138 5688 3298 593 
89 5664 3312 575 
118 5061 3058 601 
77 4461 2930 586 
70 4452 2813 585 
137 5697 2945 606 
83 4475 2993 604 
79 4464 3829 595 
91 4367 3724 608 
127 4441 3603 598 
70 4460 2987 656 
79 4396 3732 605 
90 4515 3822 600 
184 4292 3618 605 
152 4421 3764 611 
91 4777 3983 611 
81 4506 3808 596 
93 4374 3773 608 
77 4489 3478 593 
109 4445 3007 583 
83 4407 2563 594 
79 4441 2969 591 
69 4905 3009 582 
119 4527 2580 596 
83 5686 2866 611 
81 5539 3013 605 
98 4403 2939 601 
78 4461 2713 364 
415 5821 3227 610 
98 5678 3870 608 
85 5731 3153 582 
74 4483 2591 436 
122 5598 3263 585 
105 5737 2933 485 
68 4412 2612 584 
84 4431 2561 615 
114 5628 3312 586 
82 4829 2611 605 
86 4360 2540 596 
75 4407 2933 598 
84 5055 2644 584 
106 4433 2565 574 
83 5680 3535 589 
184 4464 2667 607 
114 4399 2909 624 
88 5654 3887 627 
1463 4563 3036 617 
85 5587 2853 359 
83 4509 2606 582 
69 4781 3330 592 
112 4446 2924 603 
78 4425 3014 450 
70 5654 2919 579 
113 4923 2906 596 
126 4477 2729 581 
78 4536 2626 440 
82 5627 3265 593 
94 5711 2729 472 
452 4279 2428 581 
86 4379 2559 601 
79 5700 2763 573 
8235 5188 2655 605 
118 4390 3758 608 
84 4448 2968 607 
77 4416 3833 594 
134 5613 2902 608 
81 4421 3086 607 
109 5771 2808 585 
84 4431 2940 592 
80 4464 2945 535 
77 5681 2901 613 
134 5710 2957 603 
81 4442 3015 595 
171 4351 2837 586 
135 5650 3248 608 
83 5660 3188 598 
100 4478 3188 393 
77 4362 2947 603 
108 4509 3802 605 
64 4468 3022 604 
76 4358 2929 650 
75 4459 2650 611 
123 4539 3488 589 
82 4415 2921 602 
78 4458 3077 591 
65 4464 2991 605 
77 4399 2939 599 
107 4479 3022 595 
176 4408 2796 590 
85 4400 3771 623 
126 4481 4608 1149 
4848 4750 2591 391 
83 4362 2936 593 
76 5667 2875 583 
82 5088 2835 391 
75 4405 2586 579 
112 4506 2600 535 
78 5678 2908 583 
97 5109 2938 607 
84 4475 3005 596 
72 4467 3110 604 
107 5617 2882 576 
93 5750 2744 402 
148 4306 2789 618 
131 4441 3011 616 
91 5632 3207 610 
4227 5272 2568 604 
84 4387 2956 597 
111 4815 3717 612 
110 5687 2911 614 
100 5464 2907 606 
74 5643 3263 592 
92 4724 2985 360 
106 5603 3309 594 
90 5655 2605 395 
66 5689 3289 583 
96 4695 2559 590 
80 5650 3279 573 
465 4454 2430 611 
86 5634 3407 632 
71 5006 3794 748 
3352 4643 2627 604 
87 4368 3757 609 
89 4413 3716 398 
69 5683 2892 591 
140 5126 2943 601 
80 4457 2617 594 
80 4480 3011 598 
89 5606 2854 589 
90 5711 2706 386 
71 4445 2976 653 
105 4414 2944 595 
77 5679 2889 579 
194 5003 2817 595 
116 4445 2950 605 
73 4419 3789 600 
8442 4604 2709 607 
87 4381 2943 604 
109 5687 2900 608 
99 5267 2878 386 
95 4402 2950 602 
74 4457 2958 607 
106 5699 2887 590 
99 5046 2938 593 
80 4465 2586 358 
75 4467 2976 573 
99 5623 3291 586 
146 5566 2693 485 
163 4329 2512 588 
94 5643 3282 601 
99 5747 2927 599 
7851 4752 2586 399 
85 4359 2556 605 
74 5678 3317 578 
88 4649 3038 397 
107 4407 2582 371 
80 4479 2631 606 
77 5684 2900 601 
112 5224 2922 602 
78 4439 2580 577 
133 4462 2617 587 
86 5622 2866 592 
94 5748 2724 594 
169 4339 2455 351 
124 4391 2653 626 
72 5724 3116 607 
9124 4733 2557 388 
87 4369 2942 606 
112 5737 3285 571 
81 4854 3004 438 
76 4393 2932 609 
79 4445 2964 598 
109 5685 2913 613 
92 5290 2559 371 
75 4493 2976 612 
78 4471 3717 617 
77 5611 2896 604 
112 4459 2975 605 
160 4441 2938 594 
100 4424 3067 604 
73 4458 3350 597 
8325 4550 2594 474 
88 4328 2904 603 
78 5646 3302 590 
81 4674 2576 607 
83 4413 2551 605 
113 4478 2611 618 
79 5684 2910 590 
84 4429 2566 599 
73 4448 3068 578 
83 5462 2774 400 
108 4401 2583 356 
80 4493 2620 572 
150 5808 2858 601 
134 5662 2893 639 
77 5647 2890 596 
7841 4764 2583 597 
107 4341 2572 614 
115 4477 2724 586 
77 5687 2893 592 
99 5198 2560 604 
74 4436 2573 588 
76 4491 2582 573 
116 5657 3295 596 
94 5636 2767 484 
75 4454 2638 586 
83 4433 2570 593 
128 5740 2875 591 
205 5269 2550 625 
86 4405 2953 606 
85 5450 3142 634 
4138 5089 2569 363 
85 4373 2952 603 
74 4443 3529 591 
78 5670 2882 612 
139 5277 2958 607 
86 4468 2996 594 
73 4478 2999 604 
77 5627 2902 599 
89 4489 3238 605 
107 4478 2992 596 
81 4397 3107 605 
77 4472 3794 607 
172 4317 3603 604 
131 4418 3785 596 
80 4772 3523 611 
1393 4847 2911 399 
81 4379 2955 610 
112 4499 2993 607 
71 5668 2862 596 
85 4437 2942 608 
78 4445 2977 585 
65 4500 2993 607 
105 4397 3140 603 
79 4481 2619 367 
78 4467 3021 599 
84 4415 3080 603 
71 4451 2968 606 
463 4420 3640 606 
114 4414 3762 617 
82 4482 3518 701 
4254 4793 2702 610 
118 4362 2572 608 
76 5591 2873 590 
84 4809 2833 481 
77 4394 2554 596 
113 4497 2628 585 
68 5648 3318 545 
78 4399 2910 616 
80 4439 2962 622 
65 4424 2738 618 
75 5613 2897 579 
152 5738 2582 602 
157 4309 2475 572 
82 4390 2921 617 
71 5576 3142 603 
3718 4553 2682 393 
109 4379 2551 593 
78 5681 3289 580 
88 4609 2609 587 
88 4398 2545 439 
86 4447 2563 586 
110 5671 3299 572 
99 4603 2809 595 
99 5640 2610 476 
70 4442 2604 447 
111 5621 3303 598 
94 5584 2592 489 
158 4299 2416 532 
116 4397 2560 566 
81 5809 2811 611 
6582 5497 2566 483 
86 5551 3310 588 
88 5627 2566 440 
114 5677 3291 584 
111 4779 2661 458 
81 5668 3294 586 
86 4752 2737 446 
116 5592 3290 599 
93 5627 2562 400 
75 5604 3335 591 
79 4401 2565 442 
80 5664 3264 581 
471 4519 2446 359 
85 5679 2723 620 
83 5008 2774 505 
5425 4733 2686 605 
120 4386 2963 594 
81 4465 3619 379 
62 5701 3323 575 
98 4364 2544 448 
82 4418 2682 593 
112 4594 2712 593 
85 5715 3263 595 
86 5744 2623 418 
75 4431 2967 573 
101 4361 2525 570 
109 5707 3270 579 
204 4386 2420 426 
85 4401 2548 504 
95 4916 2691 445 
9103 4593 2594 488 
87 4362 2543 612 
80 5685 2887 578 
86 4982 2630 588 
88 4401 2848 598 
136 5628 2615 392 
71 5717 3335 589 
95 4614 2534 369 
89 5766 3321 585 
91 4789 2607 594 
122 5618 3286 585 
106 5609 2995 401 
153 5762 3398 600 
136 5647 3235 606 
80 5670 3162 603 
6156 4786 2603 481 
86 4361 2558 598 
79 5740 3320 577 
132 4750 2614 577 
90 4423 2564 583 
73 4460 2659 603 
79 5687 2966 602 
110 4415 2580 603 
84 4468 3100 592 
95 4748 2591 557 
85 4385 2673 579 
129 5751 3327 596 
187 4774 2816 585 
100 4357 2956 599 
129 4434 3809 610 
7244 4727 2665 391 
86 4388 2557 607 
73 4442 2873 371 
74 4492 3023 607 
113 5632 2874 584 
93 5713 2731 389 
68 4414 3021 594 
76 4415 3748 604 
84 5687 2879 581 
85 5042 2918 398 
108 4402 2576 600 
79 4474 2620 593 
162 5791 3230 606 
138 5657 3226 597 
83 5643 3209 599 
3234 4678 2584 472 
85 4376 2981 591 
87 5682 2878 583 
90 5052 2644 398 
129 4417 2573 578 
72 4455 2575 591 
74 5714 2895 578 
101 4984 2963 605 
75 4468 3002 610 
69 4432 3220 385 
129 5649 2857 593 
93 5742 2686 468 
170 4321 2439 589 
114 4393 2552 610 
75 5791 2984 632 
8370 4700 2595 470 
86 4360 2913 593 
77 5702 3286 571 
87 4678 2979 592 
115 4385 2918 604 
84 4432 2761 370 
76 5728 3308 590 
135 4722 2898 610 
83 4457 2573 610 
69 4444 2976 617 
77 5609 2878 575 
95 5726 2872 398 
409 4355 2815 620 
80 4405 3014 601 
142 5451 3133 628 
6449 4760 2690 604 
86 4319 2925 603 
78 4480 2986 583 
74 5690 2889 614 
143 5244 2933 602 
76 4423 2972 578 
102 4451 3008 606 
78 5577 2858 578 
97 5748 2807 395 
103 4477 2624 628 
86 4393 2932 612 
73 5654 2897 568 
228 5077 2795 597 
119 4430 3027 633 
94 5124 2738 580 
8310 4824 2589 468 
83 4368 2553 594 
106 5710 3287 584 
94 4691 2613 581 
88 5609 3256 595 
83 5648 2733 469 
93 5704 3341 570 
138 4651 2566 592 
82 5654 3284 582 
86 4659 2602 590 
82 5600 3286 602 
91 5607 2621 475 
403 5761 3276 599 
113 5657 3229 597 
95 5691 3240 599 
4544 4620 2566 392 
101 4376 2904 595 
84 5704 3312 585 
79 4700 2621 561 
140 4363 2905 604 
81 4415 2958 585 
79 5674 2904 610 
99 5174 2935 587 
74 4465 2990 646 
130 4459 2993 593 
74 5603 2862 574 
94 5696 2716 385 
180 4298 2443 604 
113 4403 3016 594 
101 5713 3285 615 
6661 4763 2613 594 
87 4355 2936 610 
108 5697 3303 583 
87 4712 2591 589 
82 4417 2544 356 
79 4484 2581 598 
110 5845 5838 1011 
84 4426 3757 607 
83 4451 3533 604 
72 4392 3018 593 
73 5599 2861 585 
132 5732 2697 382 
147 4304 2815 600 
82 4427 3021 623 
96 5154 3125 626 
4642 4651 2638 605 
81 4328 2975 594 
78 5679 2878 613 
79 5257 2870 403 
75 4412 2558 355 
127 4460 2940 597 
76 5666 2902 580 
95 5081 2977 597 
85 4474 2998 605 
73 4466 2992 606 
107 5646 2856 584 
94 5692 2652 603 
155 4352 2808 619 
112 4424 2961 614 
96 5740 3270 614 
2962 5678 2884 571 
101 4492 2929 607 
76 4433 2573 585 
112 4456 2622 580 
85 5612 2860 614 
83 5752 2875 410 
72 4441 2614 603 
106 4409 2957 616 
110 5643 2880 579 
91 5113 2594 587 
87 4409 2568 572 
76 4477 2629 386 
415 5839 2831 600 
96 5626 3270 602 
80 5683 3241 613 
5101 4633 2576 474 
120 5571 3275 587 
90 5611 2619 439 
83 5682 3316 573 
115 4733 2545 611 
72 5668 3292 584 
134 4647 2614 449 
89 5610 3291 599 
92 5613 2701 472 
84 5667 3327 594 
137 4710 2560 594 
80 5659 3291 573 
185 4517 2770 590 
133 5654 3720 625 
85 4674 3028 606 
2619 4918 2742 598 
85 4370 3506 606 
74 4434 2589 595 
113 5677 2907 589 
97 5178 2567 594 
84 4478 2966 656 
70 4466 3806 609 
93 5594 2917 595 
127 4456 2986 595 
78 4463 3003 606 
81 4422 3091 602 
79 4492 3031 601 
154 4421 2472 575 
113 4391 3017 628 
80 4924 3977 596 
4713 4757 2925 608 
89 4369 2961 593 
109 5665 2872 583 
82 5111 2891 604 
74 4407 2917 658 
78 4438 2986 596 
129 5669 2898 580 
95 5009 2935 604 
78 4474 2624 600 
79 4471 2653 599 
79 5603 2873 602 
142 5710 2665 437 
146 4317 2773 599 
82 4414 3018 615 
80 5440 3160 626 
2297 4706 2642 595 
143 4385 2920 602 
66 5651 2878 624 
91 5061 2749 604 
78 4391 2580 604 
74 4503 2599 593 
76 5666 2903 571 
150 4872 2911 606 
81 4446 2601 587 
69 4457 3020 598 
82 5612 2858 612 
94 5745 2806 352 
407 4374 2828 597 
85 4404 2950 607 
70 5722 3251 612 
5189 4695 2567 465 
88 4367 2908 592 
83 5714 3306 585 
81 4701 2628 437 
82 4411 2754 592 
128 5737 2641 467 
75 5688 3297 573 
119 4615 2910 604 
79 5697 3310 582 
91 4673 2624 593 
126 5642 3285 585 
93 5574 2668 471 
178 5785 3248 612 
136 5639 3417 615 
85 5682 3435 600 
6353 4530 2587 478 
87 4357 2923 597 
109 5689 3287 572 
85 4651 2973 467 
75 4405 2554 558 
96 4484 2966 592 
77 5667 3333 583 
136 4627 2921 603 
92 4441 2938 600 
81 4453 2985 623 
80 5592 2869 574 
97 5726 2721 401 
417 4365 2813 606 
92 4356 3031 637 
81 5249 3112 634 
8728 4668 2590 477 
86 4359 2919 598 
81 5678 3302 582 
86 4714 2628 443 
88 4405 2571 604 
109 4463 2810 598 
74 5666 2899 579 
98 5064 2580 588 
76 4470 2670 586 
77 4475 2993 579 
117 5607 2867 587 
90 5709 2697 386 
150 4339 2822 592 
112 4449 2946 621 
69 5687 3286 613 
5945 5633 2565 350 
85 4367 2948 604 
108 4384 3766 606 
70 4447 3340 592 
77 5606 2866 589 
93 5760 2704 385 
69 4443 3029 605 
105 4407 2931 605 
78 5664 2875 568 
111 5008 2625 372 
89 4400 2969 602 
75 4480 3002 610 
429 5775 2879 588 
114 5616 3243 598 
98 5674 3422 605 
8498 5055 2582 474 
86 5555 3260 591 
91 5597 2609 487 
69 4436 2612 584 
82 5599 3284 592 
133 5575 2567 419 
68 4443 2955 469 
75 4398 2555 558 
80 5685 3331 571 
90 4599 2619 573 
126 4412 2542 584 
77 4447 2553 459 
162 5791 3284 600 
158 5628 3305 599 
100 5759 3234 623 
4287 4830 2610 392 
84 4359 2943 607 
105 4440 2964 601 
71 5663 2935 609 
86 4430 3769 607 
94 4470 3719 617 
72 4434 3029 603 
121 4391 3579 589 
70 4445 2591 570 
78 4457 2994 594 
84 4407 3377 588 
77 4453 2618 587 
415 4436 2831 604 
80 4391 3180 601 
79 4417 2979 595 
13882 4576 2690 593 
125 4366 2938 605 
77 5678 3293 579 
81 4642 3018 603 
74 4410 2561 607 
78 4450 2607 584 
68 5654 3297 581 
131 4581 2554 590 
87 4489 2613 583 
66 4525 2591 451 
82 5610 3289 591 
131 5523 2693 607 
161 4286 2786 592 
111 4396 3044 621 
83 5205 3146 627 
7021 4558 2644 604 
85 4328 2955 607 
73 5677 2891 571 
80 5073 2628 591 
115 4395 2566 611 
83 4455 2982 607 
70 5709 2896 585 
95 5071 2955 608 
81 4388 2952 655 
72 4401 3213 601 
106 5599 2845 590 
93 5749 2700 387 
464 5588 2730 612 
85 5629 3204 613 
82 5110 3115 598 
4931 4549 2567 401 
118 4401 2927 616 
84 4465 2566 620 
71 5680 2996 603 
93 5135 2971 607 
81 4430 2968 607 
71 4419 2998 610 
104 5611 2890 615 
83 4473 2909 590 
79 5390 2729 387 
77 4398 2931 603 
77 4435 2592 368 
419 5779 3252 602 
96 5626 3281 603 
85 5725 3206 592 
5387 4558 2583 398 
85 4369 2532 599 
75 5665 3271 593 
82 4579 2594 598 
83 4398 4164 588 
124 4486 3000 615 
68 5674 2897 567 
93 5006 2950 596 
84 4448 3562 611 
79 4415 3179 596 
105 5594 2911 602 
84 4481 2733 590 
163 4476 2905 608 
110 4408 3132 869 
70 4436 3013 896 
9505 4536 2561 399 
83 4350 2906 596 
113 5690 3276 585 
78 4585 2607 588 
87 4406 2544 589 
78 4444 2617 439 
65 5671 2890 611 
94 5140 2927 606 
114 4467 2591 591 
74 4447 2625 585 
83 5622 2849 594 
92 5702 2654 398 
584 4405 2861 575 
99 4428 3209 601 
83 5681 3274 629 
5204 5765 2581 354 
84 4371 2952 597 
77 4432 3140 605 
73 4442 3044 595 
75 5616 2850 611 
133 5754 2769 386 
64 4475 2637 381 
80 4404 2932 618 
77 5651 2884 571 
111 5006 2869 388 
107 4419 2948 588 
72 4497 2978 607 
174 5794 2846 587 
147 5644 3271 598 
79 5681 3223 607 
7129 5332 2561 473 
86 5558 3292 591 
91 5607 2601 468 
67 4447 2612 588 
112 5617 3267 598 
92 5568 2567 393 
65 4433 2582 591 
82 4399 2546 356 
111 5730 3301 582 
82 4571 2978 374 
75 4379 2894 613 
79 4427 2686 602 
412 5800 3227 609 
93 5629 3281 604 
89 5731 3427 608 
3986 4605 2645 469 
81 4361 2575 605 
73 5679 2901 570 
91 5613 2609 604 
119 4371 2955 604 
80 4480 3406 618 
75 5680 2896 577 
97 5541 2951 609 
71 4433 2953 597 
113 4453 3687 389 
76 5588 3274 599 
95 5719 3093 366 
149 4306 2463 588 
113 4415 2926 619 
81 5685 3243 627 
3122 4703 3299 601 
764 5603 3292 599 
89 5775 2719 385 
67 4456 2963 575 
84 4409 2521 558 
75 5639 3284 582 
82 4645 2579 587 
119 4413 2543 445 
88 4483 2592 555 
73 5633 3308 586 
96 4833 2885 585 
145 5663 2577 478 
140 4288 2451 620 
82 5696 3260 611 
89 5710 3329 578 
106 5628 2596 453 
119 4389 2886 599 
75 4452 2911 583 
70 5613 3312 607 
94 4935 2547 558 
115 4501 2586 583 
73 4534 2624 594 
85 5614 2854 585 
91 5692 2845 601 
84 4811 2974 594 
114 4429 2963 592 
99 5636 2868 580 
178 5363 2962 615 
87 4427 2942 604 
111 5044 3246 602 
3886 5746 2629 403 
84 4365 2907 602 
76 4510 2750 586 
69 4483 2616 591 
111 5679 2849 578 
91 5647 2831 613 
90 4766 2980 608 
81 4406 3747 610 
132 5659 2927 597 
91 4495 3408 583 
77 4409 2562 596 
77 4436 2590 585 
139 4786 2801 433 
113 4428 2570 603 
83 5638 2850 610 
5281 5754 2940 392 
81 4379 2544 619 
107 4453 3058 570 
88 5699 2608 587 
90 5652 3246 600 
